Product SKU,Warranty
SIO012,"<div id=""how-to-text""> <p>Apply mask over cleansed and toned face. Leave on for 15 to 20 minutes, then remove. Do not rinse. Gently pat and massage remaining essence into skin.</p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>*Prunus Mume Fruit Water, Centella Asiatica Extract, Brassica Oleracea Italica (Broccoli) Extract, Butylene Glycol, Glycerin, Betaine, Niacinamide, Cucumis Sativus (Cucumber) Fruit Extract, Trehalos, Panthenol, Panax Ginseng Callus Culture Extract, Sodium Hyaluronate, Scutellaria Baicalensis Root Extract, Paeonia Suffruticosa Root Extract, Glycyrrhiza Glabra(Licorice) Root Extract, Xanthan Gum, Sclerotium Gum, Dipotassium Glycyrrhizate, Water, Glycerin, 1,2-Hexanediol, Ethylhexylglycerin, Citrus Aurantium Amara (Bitter Orange) Flower Oil *ORGANIC FARMING</p> <p></p><p>Ingredients are subject to change at the manufacturer discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
SIO013,"<div id=""how-to-text""> <p>Use in the morning and in the evening. Apply after cleansing and gently tap for full absorption. Follow with moisturizer.  </p> <p>Tip: Use it as mask pack with cotton pads.</p> <p></p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>*Camellia Sinensis Leaf Extract, Water, *Glycerin, Pentylene Glycol, Butylene Glycol, *Rosa Damascena Flower Water, Betaine, Polyglutamic Acid, Artemisia Princeps Leaf Extract, Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Sclerotium Gum, Citric Acid (*Certified Organic Ingredients)</p> <p></p><p>Ingredients are subject to change at the manufacturer discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
SIO014,"<div id=""how-to-text""> <p>Shake the bottle to combine oil and water layers and spray on cleansed skin. Gently pat in to absorb. </p> <p>Extra Tip: Spritz to dampen a cotton pad and use as a 5-minute soothing mask pack on the face.</p> <p></p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>Camellia Sinensis Leaf Water*, Water, Pentylene Glycol, Glycerin*, Squalane, Argania Spinosa Kernel Oil*, Chamaecyparis Obtusa Leaf Extract, Helianthus Annuus (Sunflower) Seed Oil, Propanediol, Cannabis Sativa Seed Oil*, Rosmarinus Officinalis (Rosemary) Leaf Extract, Simmondsia Chinensis (Jojoba) Seed Oil*, Aniba Rosodora (Rosewood) Wood Oil, Rosa Damascena Flower Wax, Rosa Damascena Flower Oil, Lithospermum Erythrorhizon Root Extract, Glyceryl Caprylate, Citric Acid (* Certified Organic)</p> <p></p><p>Ingredients are subject to change at the manufacturer discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
SIO014-1,"<div id=""how-to-text""> <p>Shake the bottle to combine oil and water layers and spray on cleansed skin. Gently pat in to absorb. </p> <p>Extra Tip: Spritz to dampen a cotton pad and use as a 5-minute soothing mask pack on the face.</p> <p></p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>Camellia Sinensis Leaf Water*, Water, Pentylene Glycol, Glycerin*, Squalane, Argania Spinosa Kernel Oil*, Chamaecyparis Obtusa Leaf Extract, Helianthus Annuus (Sunflower) Seed Oil, Propanediol, Cannabis Sativa Seed Oil*, Rosmarinus Officinalis (Rosemary) Leaf Extract, Simmondsia Chinensis (Jojoba) Seed Oil*, Aniba Rosodora (Rosewood) Wood Oil, Rosa Damascena Flower Wax, Rosa Damascena Flower Oil, Lithospermum Erythrorhizon Root Extract, Glyceryl Caprylate, Citric Acid (* Certified Organic)</p> <p></p><p>Ingredients are subject to change at the manufacturer discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
SIO015,"<div id=""how-to-text""> <p>Use in the morning and in the evening. Take a small amount and massage onto face and neck. Gently tap and press until cream is fully absorbed. </p> <p></p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>*Camellia Sinensis Leaf Water, Water, *Glycerin, Caprylic/Capric Triglyceride, *Butyrospermum Parkii (Shea) Butter, Pentylene Glycol, Glyceryl Stearate, Cetearyl Olivate, *Rosa Multiflora Flower Extract, *Beeswax, Cetearyl Alcohol, Sorbitan Olivate, Arachidyl Alcohol, *Adansonia Digitata Seed Oil, Phytosphingosine, Ceramide NP, (-)-alpha-bisabolol, Camellia Sinensis Seed Oil, *Simmondsia Chinensis (Jojoba) Seed Oil, Aniba Rosodora (Rosewood) Wood Oil, Rosa Damascena Flower Oil, Rosa Damascena Flower Wax, Cetyl Alcohol, Behenyl Alcohol, Hydrogenated Lecithin, Arachidyl Glucoside, Glucose, Citric Acid, **Linalool (*Certified Organic Ingredients, **Natural Essential Oil Origin)</p> <p></p><p>Ingredients are subject to change at the manufacturer discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
CSRX060,"<div id=""how-to-text""> <p> </p> <p>Dispense the Cica Powder onto your palm by lightly tapping the bottom of the container 1 -  2 times.
Thoroughly mix with an appropriate amount of toner or serum and apply the mixture evenly onto the skin.</p> <p></p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>p> Silica, Zea Mays (Corn) Starch, Mica, Zinc Oxide, Madecassoside, Caprylyl Glycol, Ethylhexylglycerin, Water, Dimethicone, Ultramarines, Asiaticoside, Centella Asiatica Leaf Extract, Iron Oxides, Propanediol, 1,2-Hexanediol, Triethoxycaprylylsilane, Centella Asiatica Extract, Centella Asiatica Root Extract, Tocopherol, Saccharomyces Ferment, Pinus Pinaster Bark Extract, Asiatic Acid, Madecassic Acid<p></p><p>Ingredients are subject to change at the manufacturer discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
SIO016,"<div id=""how-to-text""> <p> Gently massage a small amount of oil over dry skin and add warm water to emulsify. Rinse with lukewarm water.</p> <p></p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>Carthamus Tinctorius (Safflower) Seed Oil (27%), Isoamyl Laurate, Caprylic/Capric Triglyceride, Polyglyceryl-10 Dioleate, Vitis Vinifera (Grape) Seed Oil, Polyglyceryl-5 Oleate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Camellia Japonica Flower Extract, Camellia Japonica Seed Extract, Camellia Japonica Seed Oil, Oryza Sativa (Rice) Bran Oil, Tocopherol, Glyceryl Caprylate</p><p>Ingredients are subject to change at the manufacturer discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
SIO017,"<div id=""how-to-text""> <p> </p> <p>As the last step to your skincare regime, take an appropriate amount on the face and gently press the face with your palms for better absorption.</p> <p></p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p> <p>*Citrus Junos Fruit Water(34%), Water, Propanediol, *Calophyllum Inophyllum Seed Oil, *Macadamia Ternifolia Seed Oil, *Aloe Barbadensis Leaf Juice, Isoamyl Laurate, Glycerin, Cetearyl Alcohol, *Butyrospermum Parkii (Shea) Butter, Pentylene Glycol, Glyceryl Stearate SE, Tocopherol, Sodium Hyaluronate, Olea Europaea (Olive) Fruit Oil, Helianthus Annuus (Sunflower) Seed Oil, Centella Asiatica Extract, Chamomilla Recutita (Matricaria) Flower Extract, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Camellia Sinensis Leaf Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Arginine, Rosmarinus Officinalis (Rosemary) Leaf Extract, Hydrogenated Olive Oil, Olea Europaea (Olive) Oil Unsaponifiables, Hydrogenated Vegetable Oil, Sodium Levulinate, Cetearyl Olivate, Sorbitan Olivate, Cetearyl Glucoside, Stearic Acid,  Palmitic Acid,  Cetyl Alcohol,  Stearyl Alcohol,  Glyceryl Caprylate,  Sodium Anisate,  Xanthan Gum, Citric Acid  *ORGANIC FARMING </p><p>Ingredients are subject to change at the manufacturer discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
PY0015,"<div id=""how-to-text""><p>Please refer to individual product.
<p>We always recommend to do a patch test on a wrist or behind the ear before using any product.</p></div>
<div id=""ingredients-text""><p>Please refer to the individual product page for an essence toner and a moisturiser.</p>"
HHW010,"<div id=""how-to-text""> <p> </p> <p>Apply in the morning and in the evening as a last steps of skincare.</p> <p></p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>p> <p>D.I. Water, Propanediol, Glycerin, 1.2-Hexanediol, cyclopentasiloxane, cyclohexasiloxane, Sclerotium Gum, betaine, Hyaluronic Acid, Carbomer, Xanthan Gum, Tocopherol, Tromethamine, Camellia Sinensis Leaf Extract, Saccharomyces Ferment, Lactobacillus Ferment, Honey, Caprylyl glycol, Benzyl Salicylate, Citral, Ethyl Linalool, Tetramethyl Acetyloctahydronaphthalenes, Methyldihydrojasmonate, Disodium EDTA, Cetyl ethylhexanoate, CI 61565</p><p>Ingredients are subject to change at the manufacturer discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
SIO005-1,"<div id=""how-to-text""><p>Shake the bottle to mix the oil and water thoroughly and spritz two to three times from a distance. Gently tap until well absorbed.</p></div><div id=""ingredients-text""><p>Springtime production:Prunus Mume Fruit Water(78%), Macadamia Integrifolia Seed Oil, Propanediol, Water, Simmondsia Chinensis (Jojoba) Seed Oil, Beta-Carotine, Glycerin, Allantoin, Beta-Glucan, Tocopherol, Scutellaria Baicalensis Root Extract, Paeonia Suffruticosa Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Helianthus Annuus (Sunflower) Seed Oil, Pelargonium Graveolens Flower Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Cananga Odorata Flower Oil, Amyris Balsamifera Bark Oil, Anthemis Nobilis Flower Oil (* indicates organic farming) Autumn production:*Citrus Junos Fruit Water (78%), Macadamia Integrifolia Seed Oil, Propanediol, Water, Simmondsia Chinensis (Jojoba) Seed Oil, Beta-Carotine, Glycerin, Allantoin, Beta-Glucan, Tocopherol, Scutellaria Baicalensis Root Extract, Paeonia Suffruticosa Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Helianthus Annuus (Sunflower) Seed Oil, Pelargonium Graveolens Flower Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Amyris Balsamifera Bark Oil, Anthemis Nobilis Flower Oil (* indicates organic farming) </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
BNT0002-1,"<div id=""how-to-text""><p>Apply the gel and gently pat to assist full absorption. Use day and night. For dry skin types, follow with a cream or sleep mask at night. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Aloe Barbadensis Leaf Water, Butylene Glycol, Aqua (Water), Pentylene Glycol, 1,2-Hexanediol, Glycerin, Propolis Extract, Aloe Barbadensis Leaf Extract, Betaine, Cucumis Sativus (Cucumber) Fruit Extract, Portulaca Oleracea Extract, Camellia Sinensis Leaf Extract, Allantoin, Aloe Barbadensis Leaf Juice Powder, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, Usnea Barbata (Lichen) Extract, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Arginine </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
PUR024,"<div id=""how-to-text""><p>1. Cleanse your skin and apply a toner. Use a serum or treatment you require. If needed, apply a moisturizer
After that apply and massage in a few drops of SQUALANE OIL. Wear a sunscreen in the daytime</p></div><div id=""ingredients-text""><p>Squalane 100%</p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
TYF001,"<div id=""how-to-text""><p>Apply all over face and neck at the end of your skincare routine.</p></p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Water, Ethylhexyl Methoxycinnamate, Homosalate, Ethylhexyl Salicylate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Octocrylene, C12-15 Alkyl Benzoate, Butylene Glycol, Cyclomethicone, Alcohol, Titanium Dioxide, Glyceryl Stearate, 1,2-Hexanediol, Behenyl Alcohol, Methyl Methacrylate Crosspolymer, Peg-100 Stearate, Viscum Album (Mistletoe) Leaf Extract, Centella Asiatica Extract, Portulaca Oleracea Extract, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Isohexadecane, Polysorbate 80, Phenoxyethanol, Aluminum Stearate, Polyhydroxystearic Acid, Octyldodecanol, Fragrance, Bambusa Vulgaris Water, Xanthan Gum, Alumina, Echium Plantagineum Seed Oil, Glycine Soja (Soybean) Lipids, Sodium Hyaluronate, Aloe Barbadensis Leaf Extract, Althaea Rosea Flower Extract, Cardiospermum Halicacabum Flower/Leaf/Vine Extract, Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables, Plukenetia Volubilis Seed Oil</p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
TYF002,"<div id=""how-to-text""><p>After your skincare routine, squeeze out a pearl-sized amount of sun essence and apply evenly all over face.</p></p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Water, Ethylhexyl Methoxycinnamate, Homosalate, Ethylhexyl Salicylate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Butylene Glycol, Octocrylene, Cyclopentasiloxane, Dicaprylyl Carbonate, C20-22 Alkyl Phosphate, C20-22 Alcohols, Silica, 1,2-Hexanediol, Portulaca Oleracea Extract, Cetyl Alcohol, Glyceryl Stearate, Glycerin, Tromethamine, Polyacrylate Crosspolymer-6, Octyldodecanol, Caprylyl Glycol, Fragrance, Glyceryl Caprylate, Glycine Soja (Soybean) Lipids, Nelumbo Nucifera Flower Water, Microcrystalline Cellulose, Xanthan Gum, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polyisobutene, Ethylhexylglycerin, Glyceryl Polymethacrylate, Echium Plantagineum Seed Oil, Cellulose Gum, Sorbitan Oleate, Aloe Barbadensis Leaf Extract, Althaea Rosea Flower Extract, Caprylyl/Capryl Glucoside, Cardiospermum Halicacabum Flower/Leaf/Vine Extract, Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables, Plukenetia Volubilis Seed Oil</p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
TYF003,"<div id=""how-to-text""><p>Apply evenly over face and neck as the last step in your morning routine. Reapply as needed.</p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Aqua/Water,  Cyclopentasiloxane, Ethylhexyl Methoxycinnamate, Glycerin, Ethylhexyl Salicylate, Alcohol, Caprylic/Capric Trigylceride, Isoamyl P-Methoxycinnamate Niacinamide, Diethylamino Hydroxybenzoyl Hexyl Benoate, Glyceryl Stearate, Butyrospermum Parkii Butter, Dimethicone, Polysorbate 60, Mica, 1,2-Hexanediol, Silica, PEG-100 Stearate, Cetearyl Alcohol, Synthetic Fluorphlogopite, Phenoxyethanol, beeswax, Ammonium Acryloyldimethyltaurate/VP Copolymer, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Palmitic Acid, Portulaca Oleracea Extract, Parfum, Tocopheryl Acetate, Stearic Acid, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polyurethane-11, Xathan Gum, Triethoxycaprylylsilane, Adenosine, lsohexadecane, Butylene Glycol, Disodium EDTA, Sorbitan Isostearate, Polysorbate 80, Tin Oxide, Sorbitan Oleate,Ethylhexylglycerin, Plukenetia Volubilis Seed Oil, Citric Acid, Aloe Barbadensis Leaf Extract, Althaea Rosea Flower Extract, Nelumbo Nucifera Flower Water, Linalool, Butylphenyl Methylpropional, Limonene, Cl 77891/Titanium Dioxide, Cl 14700</p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
HMS0006,"<div id=""how-to-text""><p>After cleansing and toning, apply a small amount of cream on the face. Use your fingertips to massage the cream.</p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Water, watermelon extract, glycerin, dimethicone, butylene glycol, phenyltrimethicone, Sorbitol, Moringa seed oil, Hamamelis leaf extract, hydrangea leaf extract, aloe vera flower extract, Ceramide 3, aloe vera leaf extract, sodium hyaluronate, measles extract, measles nim tree extract, Ivy fruit extract, Indian mulberry leaf extract, Eggplant fruit extract, Shea butter, Turmeric root extract, Coralline extract, Basil leaf extract, Phytosphingosine, Bombicol / Glucose / Methyl rape enzyme enzyme, Tocopherol, hydrogenated lecithin, 1,2 -hexanediol, trehalose, hydroxyacetophenone, Acrylate / C 10-30 acrylic acrylate crosspolymer, Tromethamine, Ammonium acryloyl dimethyl taurate / vinyl pyrrolidone copolymer, Glyceryl Acrylate and Acrylic Acid, Caprylyl glycol, octyldinoltanol, octyldinoltanol</p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
ARO001,"<div id=""how-to-text""><p>Using dry hands and face, take a pea-sized amount and rub onto your skin. Gently rub in small circules until all make up is removed. Rinse well with warm water. Finish with your favourite toner and moisturiser. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Helianthus Annuus Seed Oil, Polyglyceryl-2 Sesquioleate(Plant-derived emulsifier), Prunus Armeniaca Kernel Oil, Polyglyceryl-3 Caprate(Plant-derived emulsifier), Polyglyceryl-10 Oleate(Plant-derived emulsifier), Euphorbia Cerifera Cera, Hydrogenated Vegetable Oil, Orbignya Oleifera Seed Oil, Cetyl Palmitate(Plant-derived emulsifier), Sorbitan Olivate(Olive-derived emulsifier), Sorbitan Palmitate (Plant-derived emulsifier), Limonene (Ingredient in Orange oil), Citrus Aurantium Dulcis Peel Oil, Citrus Aurantium Bergamia Fruit Oil, Tocopherol (Vitamine E), Pelargonium Graveolens Oil(Ingredient in Rose geranium oil), Linalool (Ingredient in Rowood oil), Aniba Rosodora Wood Oil, Citronellol(Ingredient in Rose geranium oil), Geraniol(Ingredient in Rose geranium oil) </p><p>Organic ingredients 2%, Natural ingredients 100%</p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
ARO002,"<div id=""how-to-text""><p>Apply 1-2 pumps of aromatica’s Natural Coconut Cleansing Oil to dry hands. Gently massage your face in circular motion to remove impurities and make-up. Rinse thoroughly with warm water.<p></p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Helianthus annuus seed oil, Polyglyceryl-2 sesquioleate, Prunus armeniaca kernel oil, Cocos nucifera oil, Prunus amygdalus dulcis oil, Polyglyceryl-6 tricaplyrate, Polyglyceryl-6 caprylate, Olea europaea fruit oil, Tocopherol, Lavandula angustifolia oil, Citrus aurantium dulcis (orange) peel oil, Citrus limon fruit oil</p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
CSRX061,"<div id=""how-to-text""><p>After cleansing, soak a cotton pad and swipe a thin layer of the liquid over the skin, avoiding the eye and mouth area.
For use during the daytime, follow with a broad-spectrum sunscreen rated SPF 30 or greater.</p><p>We recommend using this product 1-3 times a week in the evening. Do not combine it with other active ingredients such as retinol or vitamin C.</p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product. </p ></div><div id=""ingredients-text""><p>Pyrus Malus (Apple) Fruit Water, Butylene Glycol, Glycolic Acid, Niacinamide, Sodium Hydroxide, 1,2-Hexanediol, Panthenol, Sodium Hyaluronate, Xanthan Gum, Ethyl Hexanediol</p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
ARO003,"<div id=""how-to-text""><p>Gently massage onto face and body, especially after sun exposure. Keep in fridge for best use. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product. </p></div><div id=""ingredients-text""><p>Aloe barbadensis leaf extract, Propanediol, Rosmarinus officinalis leaf water, Sodium carbomer, Zanthoxylum piperitum fruit extract, Usnea barbata (lichen) extract, Pulsatilla Koreana Extract, Phenethyl alcohol </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
ARO004,
ARO005,"<div id=""how-to-text""><p>After thoroughly soaking the scalp and hair with lukewarm water, apply a moderate amount on your scalp. Lightly massage the scalp with fingertips and add a little water to make more bubbles. Rinse thoroughly. Use this scrub as a shampoo 2-3 times a week.</p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product. </p ></div><div id=""ingredients-text""><p>Sea salt(abrasive), Sodium chloride(viscosity controlling) Sodium methyl cocoyl taurate(plant derived-surfactants), Rosmarinus officinalis leaf extract(conditioner), Pinus densiflora leaf extract(conditioner), Zingiber officinale root extract(conditioner), Lauryl betaine(plant derived-surfactants), Lauramidopropyl betaine(plant derived-surfactants), Glycerin(plant derived-humectant), Butylene glycol(humectant), Eclipta prostrata extract(conditioner), Ocimum basilicum extract(conditioner), Coriandrum sativum extract(conditioner), Origanum vulgare leaf extract(conditioner), Pelargonium graveolens oil(conditioner), Rosmarinus officinalis leaf oil(conditioner), Styrax benzoin gum(conditioner), Mentha viridis leaf oil(conditioner), Citrus aurantium dulcis (Orange) peel oil(conditioner), Xanthan gum(fermentation-derived viscosity controlling agent), Guar hydroxypropyltrimonium chloride(conditioner), Propanediol(corn-derived humectant), Ethylhexylglycerin(conditioner), Verbena officinalis extract(conditioner), Chamomilla recutita flower extract(conditioner), Menthol(conditioner), Disodium EDTA(stabilizers)</p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
ARO006,"<div id=""how-to-text""><p>Apply a small amount of Tea Tree Balancing Foaming Cleanser to the palm of the hand and lather with water. Gently massage all over the face, avoiding contact with your eye area. Rinse thoroughly with warm water. Finish with your favourite toner and moisturiser.</p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product. </p></div><div id=""ingredients-text""><p>Aloe barbadensis leaf extract, Glycerin, Palmitic acid, Stearic acid, Lauric acid, Potassium hydroxide, Aqua, Myristic acid, Sodium cocoamphoacetate, Glyceryl stearate, Sorbitan olivate, Sodium chloride, Melaleuca alternifolia leaf extract, Allantoin, Phenethyl alcohol, Caprylyl glycol, Citrus aurantium amara leaf/twig oil, Helianthus annuus seed oil, Tocopherol, Citronellol, Citrus aurantium bergamia fruit oil, Pelargonium graveolens oil, Arctium lappa root extract, Symphytum officinale root extract, Melaleuca alternifolia leaf oil, Geraniol, Limonene, Linalool</p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
HHW011,"<div id=""how-to-text""><p>Shake and hold the bottle 7-10 inches away from face and mist. Use anytime throughout the day to freshen up skin. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product. </p ></div><div id=""ingredients-text""><p>D.I. Water, Glycerin, Betaine, Propanediol, 1,2-Hexanediol, Phyllostachys Nigra Leaf Extract, Phyllostachys Pubescens Shoot Bark Extract, Bambusa Vulgaris Shoot Extract, Sodium Phytate, Alcohol, Beta-glucan, Aspergillus Ferment, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, Usnea Barbata (Lichen) Extract, Polyglyceryl-10 Laurate, Polyglyceryl-10 Myristate, Fragrance</p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
LAN009,"<div id=""how-to-text""><p>When the skin feels dry, hold the mist 20- 30cm away from the face, close your eyes and gently spray on your entire face. Leave it to dry or lightly dab the skin to help the product fully absorb. This can be used any time, before or after makeup.</p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product. </p ></div><div id=""ingredients-text""><p>WATER / AQUA / EAU, BUTYLENE GLYCOL, GLYCERIN, LIMNANTHES ALBA (MEADOWFOAM) SEED OIL, 1,2-HEXANEDIOL, POLYGLYCERYL-10 STEARATE, GLYCERYL STEARATE CITRATE, SODIUM STEAROYL GLUTAMATE, INULIN LAURYL CARBAMATE, GLYCERYL CAPRYLATE, ETHYLHEXYLGLYCERIN, PROPANEDIOL, DISODIUM EDTA, CAMELLIA SINENSIS LEAF EXTRACT, TOCOPHEROL</p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
LAN010,"<div id=""how-to-text"">
<p>Step 1 - Before going to bed at night, apply an adequate amount on the lips using the built-in spatula.</p>
<p>Step 2 - The next morning, gently wipe the lips clean with tissue or cotton pad.</p>
<p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p>
</div>
<div id=""ingredients-text"">
<p>Diisostearyl Malate, Hydrogenated Polyisobutene, Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Hydrogenated C6-14 Olefin Polymers, Polybutene Microcrystalline Wax, Shea Butter, Synthetic Wax, Candelilla Wax, Sucrose Tetrastearate Triacetate, Hydrogenated Butylene/Ethylene/Styrene Copolymer, Ethylene/Propylene/Styrene Copolymer, Mica, Aromatics, Astrocaryum murumuru Seed Butter, Dimethicone, Titanium Dioxide (CI 77891), Polyglyceryl-2 Diisostearate, Dehydroacetic Acid, Methicone, Carnauba Wax, Silica, Polyglyceryl-2 Triisostearate, CI 47005, Water, Polyhydroxystearic Acid, CI 42090, Potassium Alginate, Propanediol, Glycerin, Alcohol, Lycium Fruit Extract, Cranberry Fruit Extract, Strawberry Fruit Extract, Raspberry Fruit Extract, Sapindus mukurossi Fruit Extract, Blueberry Fruit Extract, Rubus chamaemorus Seed Extract, Coffee Extract, Chenopodium quinoa Seed Extract, Magnesium Sulfate, Calcium Chloride, Sodium Hyaluronate, Beta-Glucan, Manganese Sulfate, Zinc Sulfate, Ascorbyl Glucoside</p><p>Ingredients are subject to change at the manufacturer’s discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
TPB004,
HHW004-3,"<div id=""how-to-text""><p> After cleansing, apply a small amount with palms of your hands, gently pressing and patting into skin for full absorption. 
</p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p>
</div><div id=""ingredients-text""><p>
Water, Betaine, Glycerin, Propanediol, Oryza Sativa (Rice) Extract, Phyllostachys Pubescens Shoot Bark Extract, Aspergillus Ferment, Panax Ginseng Root Extract, Cyclodextrin, Scutellaria Baicalensis Root Extract, Hyaluronic Acid, Beta-glucan, Cellulose Gum, Xanthan Gum, Butylene Glycol, Usnea Barbata (Lichen) Extract, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, Sodium Phytate, Tamarindus Indica Seed Gum, Polyglyceryl-10 Laurate, Polyglyceryl-10 Myristate, Glucose, 1,2-Hexanediol, Alcohol, Lavandula Angustifolia (Lavender) Oil</p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
